COD,intercept,slope,mk_p_value,Trend_Class
217_PL,0.762285638848244,-2.1757258922148386e-5,0.007874639047666712,2
21_SC,0.7201031531004893,-2.632614590728854e-6,0.014668259625073754,1
220_PL,0.7795774936676025,-1.3529561173222673e-5,0.057677443816419115,0
221_PL,0.7675369451119372,-1.8772165479037993e-5,0.09272192830739202,0
226_PL,0.765156760472629,-1.925586438502675e-5,0.057677443816419115,0
227_PL,0.7528406730536337,-2.149012231059494e-5,0.21226914289197216,0
228_PL,0.7703640039721333,-3.278977043107252e-5,0.010805309438568245,1
229_PL,0.7507631415171536,-1.1878979142658854e-5,0.17515792247265102,0
230_PL,0.7507631415171536,-1.1878979142658854e-5,0.17515792247265102,0
232_PL,0.7421161399084877,-3.38126741953474e-5,0.002856303628114438,2
233_PL,0.7409729928267546,-1.9930814305293694e-5,0.007874639047666712,2
234_PL,0.7649285902782105,-3.087418999055701e-5,6.339563081723715e-4,3
238_PL,0.7354304667780195,-2.4490647358286257e-5,0.11577768575893195,0
239_PL,0.7454557120800018,-2.673427540299478e-5,0.01970056376877756,1
242_ST,0.7583938837051392,-1.5768987803315743e-5,0.3028130413278165,0
244_ST,0.7712027341474945,-2.073036474094056e-5,0.014668259625073754,1
246_ST,0.7303283785294419,-2.826165747349247e-5,0.057677443816419115,0
247_ST,0.7530290575027465,-2.572654336624572e-5,0.3028130413278165,0
248_ST,0.7632148265838623,-5.881572266581469e-6,0.41593762623302205,0
251_ST,0.7436460237033136,1.736547044698157e-6,0.07350596825708802,0
253_ST,0.765702901389842,-8.148745767796202e-6,0.7042213495481418,0
254_ST,0.7751352035438995,-2.4614993555230007e-5,0.005677232138159304,2
255_ST,0.7682170271873474,-9.982426780995083e-6,0.9567498363337371,0
256_ST,0.7799569640052728,-2.0862824797932526e-5,0.01970056376877756,1
257_ST,0.7730604570785182,-2.0525581028467205e-5,0.026179598354081148,1
258_ST,0.740317122242545,-7.3741090077771125e-6,0.8707563451116445,0
260_ST,0.7747958177145075,-2.4034545012889624e-5,1.825248978374082e-4,3
261_ST,0.7430039450587913,-1.9784111896385643e-5,0.11577768575893195,0
262_ST,0.7673372339072722,-1.2332694208555214e-5,0.7042213495481418,0
263_ST,0.746130343684178,-7.776009279614388e-6,0.04479155364412944,1
264_ST,0.7788748213115408,-1.0952479081936336e-5,0.7042213495481418,0
267_ST,0.758108717432677,-1.5634910823614447e-5,0.14311729825820144,0
268_ST,0.7684887961801243,-1.5948553635057206e-5,0.17515792247265102,0
269_ST,0.7722565767329195,-1.6858526120855338e-5,0.17515792247265102,0
26_SC,0.7358930176710969,-3.963472521169077e-5,0.01970056376877756,1
270_ST,0.7801377123674238,-1.3098553341167126e-5,0.6254835936164522,0
271_ST,0.7516118738065077,-9.228158734003318e-6,0.5508020125828832,0
272_ST,0.7532670737902245,-1.6899862454408006e-5,0.03442381432538878,1
273_ST,0.7406469264746721,-1.0987744047144312e-5,0.7042213495481418,0
274_ST,0.752728166911364,-2.884487384217811e-6,0.14311729825820144,0
275_ST,0.733579209446907,6.735085518257329e-6,0.026179598354081148,0
276_ST,0.7768340110778809,-3.1330491033859325e-5,6.339563081723715e-4,3
277_ST,0.769569553843515,-1.6850302200249325e-5,0.057677443816419115,0
278_ST,0.769569553843515,-1.6850302200249325e-5,0.057677443816419115,0
279_ST,0.775901352700388,-2.2740446385337757e-5,0.004048875107081628,2
280_ST,0.7662976761820355,-7.8247697417905e-6,0.6254835936164522,0
281_ST,0.770123302936554,-2.3623564239214278e-5,0.005677232138159304,2
283_ST,0.7645818591117859,-3.2214978664068175e-5,0.004048875107081628,2
285_ST,0.7441069079335234,-2.2129679747775582e-5,0.09272192830739202,0
287_ST,0.7449583028044019,-5.819885261812165e-6,0.4807953081776507,0
288_ST,0.7385564391778531,-3.26400327958756e-6,0.5508020125828832,0
289_ST,0.7338546267877211,-1.1766128357102317e-5,0.17515792247265102,0
290_ST,0.7523008733749155,-4.2043458593341694e-7,0.4807953081776507,0
291_ST,0.776031215283532,-1.0821239714266009e-5,0.6254835936164522,0
292_ST,0.7383723759380187,-6.039979624540403e-6,0.9567498363337371,0
293_ST,0.7641724076350791,-1.1927066334096608e-5,0.057677443816419115,0
295_ST,0.7436898669280942,-2.4746279645787195e-5,0.026179598354081148,1
296_ST,0.7397494837369675,-1.1743615367771062e-5,0.8707563451116445,0
297_ST,0.7734396185245738,-1.2855288646278533e-5,0.5508020125828832,0
300_ST,0.7814268937696195,-3.0639668455427077e-6,0.21226914289197216,0
301_ST,0.7551923523706354,-1.819285682925452e-7,0.41593762623302205,0
302_ST,0.7555890647295782,7.428755123476997e-6,0.3565523377672604,0
303_ST,0.7536635808518122,6.4730181465806064e-6,0.14311729825820144,0
304_ST,0.7521457743869764,5.5723234044325244e-6,0.3028130413278165,0
305_ST,0.7931423801240025,-1.649495590154282e-5,2.7951012535686905e-4,3
306_ST,0.7726839804955459,3.208943776674229e-6,0.8707563451116445,0
307_ST,0.7726839804955459,3.208943776674229e-6,0.8707563451116445,0
308_ST,0.7456517291651126,-7.17877397953728e-6,0.25475116299043793,0
309_ST,0.7492924514354,-2.921826490660745e-6,0.5508020125828832,0
310_ST,0.7492924514354,-2.921826490660745e-6,0.5508020125828832,0
311_ST,0.7929908417877743,-9.932320329284635e-6,0.8707563451116445,0
314_ST,0.7847516129328767,1.2990041540072555e-6,0.7862656133328395,0
315_ST,0.7847516129328767,1.2990041540072555e-6,0.7862656133328395,0
316_ST,0.775706919223986,-3.471242927416904e-6,0.7862656133328395,0
317_ST,0.7613186965820673,3.685303749547518e-6,0.3028130413278165,0
318_ST,0.7754931389717168,-4.2879905582707415e-6,0.3565523377672604,0
319_ST,0.7776932622472926,-6.502783496444062e-6,0.25475116299043793,0
320_ST,0.7710663773849805,-1.919282677067162e-6,0.7042213495481418,0
321_PE,0.74444779753685,-3.770174664581274e-5,7.527026953408958e-5,3
323_PE,0.7405442611425501,-4.0943345311628634e-5,0.007874639047666712,2
324_PE,0.7409467101097107,-4.236299352150081e-5,4.232910921599389e-4,3
326_PE,0.719298243522644,-4.093497778780672e-5,4.232910921599389e-4,3
327_PE,0.7054052512012486,-3.2088426400768666e-5,0.007874639047666712,2
329_PE,0.7585521360072804,-2.977874532272136e-5,2.7951012535686905e-4,3
330_PE,0.7565237187596194,-2.5829401860653098e-5,0.014668259625073754,1
332_PE,0.7539586175636543,-3.3160433738937394e-7,0.7042213495481418,0
333_PE,0.7974036945699852,-7.615862734642418e-6,0.5508020125828832,0
337_PE,0.7262722503929093,-9.471418780567656e-6,0.014668259625073754,1
338_PE,0.7513424754142761,-3.603593430276081e-6,0.5508020125828832,0
340_PE,0.7692371350144871,-2.0562504608348288e-5,0.41593762623302205,0
341_PE,0.7321911878815712,-1.0284272951999668e-5,0.7042213495481418,0
342_PE,0.7666770894073515,-1.4925098559376826e-5,0.17515792247265102,0
343_PE,0.7672521141502515,-2.189411865468207e-5,0.3028130413278165,0
346_PE,0.774912959083652,-2.045135173428718e-5,0.11577768575893195,0
349_PE,0.7698993695281169,-1.2311506571030047e-5,0.11577768575893195,0
351_PE,0.7598342201136868,8.175936720570443e-7,0.7862656133328395,0
352_PE,0.7570467651066107,-2.0778281024997513e-5,0.005677232138159304,2
354_PE,0.7703502924181248,-1.7128974049068836e-5,0.057677443816419115,0
356_PE,0.7641154881453027,-1.8720884810291208e-5,0.005677232138159304,2
357_PE,0.7641154881453027,-1.8720884810291208e-5,0.005677232138159304,2
358_PE,0.7473539052899649,-2.0615343434711786e-5,0.09272192830739202,0
359_PE,0.7709582294761488,-2.7513266584805665e-5,6.339563081723715e-4,3
35_SC,0.7050601326566739,-2.6261598972280132e-5,0.7042213495481418,0
