COD,intercept,slope,mk_p_value,Trend_Class
651_MF,0.7543722987174988,-2.977270930857476e-5,0.010805309438568245,1
652_MF,0.7403979224682309,-2.5826742792292243e-5,0.01970056376877756,1
655_MF,0.7462595105171204,-2.2718303003974052e-5,0.01970056376877756,1
656_MF,0.7595413117768526,-3.672989429540198e-5,0.001993096855857301,2
657_MF,0.7600184082984924,-1.9603779513423857e-5,0.001993096855857301,2
658_MF,0.7472050554555892,-9.9630553555285e-6,1,0
659_MF,0.7664009788558079,-2.2246634135327748e-5,0.04479155364412944,1
65_SC,0.7419256324988157,-6.335919668239537e-6,0.6254835936164522,0
660_MF,0.7757879052156395,-1.0729680487410393e-5,0.03442381432538878,1
663_MF,0.7415952682495117,-1.4650990474692182e-5,0.25475116299043793,0
665_MF,0.7530181444724712,-1.782635256791805e-5,0.14311729825820144,0
667_MF,0.7554303231068651,-6.150287886245903e-6,0.7042213495481418,0
668_MF,0.762929944680057,-1.1150646884234858e-5,0.11577768575893195,0
669_MF,0.7525418308803442,-1.629423232761826e-5,0.17515792247265102,0
66_SC,0.7599852991299796,-5.882060471884714e-6,0.4807953081776507,0
670_MF,0.7810510314607155,-1.42109084986723e-5,0.25475116299043793,0
671_MF,0.7492664462289749,-1.1847901857962191e-5,0.7042213495481418,0
672_MF,0.7822331206619342,-7.857720204003852e-6,0.4807953081776507,0
674_MF,0.7881501054019774,-2.2397930652480934e-5,0.21226914289197216,0
675_MF,0.7575154136206272,-3.360436131532984e-5,0.007874639047666712,2
676_MF,0.7710003096566017,-2.825637116270674e-5,0.04479155364412944,1
677_MF,0.7663541004531682,-1.4667849138709617e-5,0.25475116299043793,0
678_MF,0.7809712368863828,-3.226704717425522e-5,9.390125330806508e-4,3
679_MF,0.795673645164733,-1.726315268251546e-5,0.09272192830739202,0
680_MF,0.7987464135700353,-1.0429396482540983e-5,0.7042213495481418,0
681_MF,0.7603493063497582,-1.9087583882782972e-5,0.04479155364412944,1
682_MF,0.7616058528438545,-3.024173677745208e-5,0.004048875107081628,2
685_MF,0.7451015124488162,-3.0677281508877256e-5,0.004048875107081628,2
686_MF,0.7912029059253882,-9.9512210518686e-6,0.6254835936164522,0
687_MF,0.7564992364379801,-2.112385780756396e-5,0.21226914289197216,0
688_MF,0.763137529309815,-1.4861513444197188e-5,0.057677443816419115,0
690_MF,0.7645129930172507,-2.1037173591820025e-5,0.007874639047666712,2
692_MF,0.7092235504957586,-3.723603404643148e-5,7.527026953408958e-5,3
693_MF,0.7315208821962098,-4.073467560638309e-5,4.753120115580359e-5,3
696_MF,0.6999728050061966,-3.6790737738976115e-5,1.825248978374082e-4,3
697_MF,0.7219866017710583,-3.7718370273055815e-5,6.339563081723715e-4,3
698_MF,0.743410636542362,-4.085478803425998e-5,1.825248978374082e-4,3
69_SC,0.7046198233408667,-1.6564335595929558e-5,0.14311729825820144,0
705_MF,0.7412457318119242,-3.2421771616887186e-5,0.004048875107081628,2
707_MF,0.7473046077157468,-1.1558568756206862e-5,0.9567498363337371,0
708_MF,0.7649906287348676,-1.6119598342726686e-6,0.7862656133328395,0
709_MF,0.7614350616931915,-1.4274084854891606e-5,0.8707563451116445,0
710_MF,0.7622966750274336,-2.1517537682681738e-5,0.07350596825708802,0
712_MF,0.7640448527551873,-1.615116506271804e-5,0.21226914289197216,0
713_MF,0.7879883771418608,-4.624060030678476e-6,0.25475116299043793,0
714_MF,0.7738335093546334,-7.342183213124329e-7,0.17515792247265102,0
715_MF,0.7660285852963545,-7.410572342444619e-6,1,0
716_MF,0.7951564294569253,-1.6859884159827515e-5,1,0
717_MF,0.7001886034328133,-6.26444527758833e-6,0.3028130413278165,0
718_MF,0.7274311780929565,4.723923147896325e-6,0.04479155364412944,0
720_MF,0.7206742248369411,-1.703781996091874e-6,0.5508020125828832,0
721_TR,0.6838147193106643,-1.1689772751755039e-5,0.7042213495481418,0
727_TR,0.7437496835954933,-2.7732908748828742e-5,1.1187855507857059e-5,3
728_TR,0.7473431361742449,-4.057406157998888e-5,7.916176502227974e-8,3
72_SC,0.6876095518302582,-1.610515459115985e-5,0.09272192830739202,0
730_TR,0.775730163160903,-4.166107872773114e-5,4.03110370943887e-6,3
733_TR,0.7688851008154077,-3.55268614760581e-5,7.527026953408958e-5,3
735_TR,0.7188377846008738,-4.1893241461553416e-5,6.753687398817447e-6,3
736_TR,0.7495152216095764,-2.2524410893891164e-5,1.1786940909938461e-4,3
737_TR,0.7215618486470967,-2.737582044242773e-5,9.390125330806508e-4,3
738_TR,0.7201460060039557,-3.0854108420907777e-05,6.753687398817447e-6,3
73_SC,0.7202081680739141,-1.1746127608177672e-5,0.6254835936164522,0
744_TR,0.7305294053673906,-6.73080469537137e-5,1.4361451587644595e-7,3
747_TR,0.6720020978631094,-5.30343626034818e-5,6.753687398817447e-6,3
74_SC,0.6909738676878513,-3.263608187844338e-5,0.14311729825820144,0
750_TR,0.631624254246701,-6.520857540010775e-5,1.825248978374082e-4,3
752_TR,0.5886089407297339,-4.774605439479704e-5,0.11577768575893195,0
753_TR,0.6288968308168756,-3.0269434321461416e-5,0.21226914289197216,0
755_TR,0.6239192077849494,-1.451639213912545e-5,0.41593762623302205,0
757_TR,0.6132269283670571,-8.473940579091823e-6,0.7862656133328395,0
75_SC,0.7176115225277843,-1.6157918886774723e-5,0.057677443816419115,0
760_TR,0.6592364039142875,-4.249541334623092e-5,0.010805309438568245,1
765_TR,0.5974556469421739,-3.7425029756075006e-5,0.17515792247265102,0
766_TR,0.6897955235029006,-2.565472969294698e-5,0.026179598354081148,1
770_TR,0.6729189863527016,-5.186631780708848e-5,2.967954437570082e-5,3
772_TR,0.7765494801830428,-4.72334721489409e-5,7.527026953408958e-5,3
77_SC,0.7279712568624146,-3.944654109843675e-5,0.005677232138159304,2
781_TR,0.6997427997918695,-6.801670477161413e-6,0.9567498363337371,0
782_TR,0.6997427997918695,-6.801670477161413e-6,0.9567498363337371,0
783_TR,0.7203577316549187,-1.2213559795037173e-5,0.3028130413278165,0
786_TR,0.7091265219279244,-6.434561769005589e-6,0.41593762623302205,0
788_TR,0.704543553964682,-1.1370371771617605e-5,0.6254835936164522,0
790_TR,0.7224876178238879,-4.104837968650361e-5,0.001375591267246586,2
792_TR,0.6705514460423125,-1.9887196460382106e-5,0.14311729825820144,0
796_TR,0.6793492162950585,-3.263415981926919e-5,0.014668259625073754,1
79_SC,0.6971848567359828,-9.095418957744628e-6,0.007874639047666712,2
7_SC,0.7331063136898293,-1.858509616775952e-5,0.057677443816419115,0
80_SC,0.6937647333765126,-2.9108370031255674e-6,0.8707563451116445,0
82_IE,0.7689099453550203,-2.131695994649197e-5,0.04479155364412944,1
83_IE,0.7425921206332007,-1.6286005343926378e-5,0.11577768575893195,0
84_IE,0.7494688905482945,-1.281577002520513e-5,0.25475116299043793,0
85_IE,0.7451436853529034,-3.5602966594062077e-5,0.004048875107081628,2
86_IE,0.7199638471960741,-2.208506114965644e-5,0.004048875107081628,2
87_IE,0.7708773247740928,-3.57202358916672e-5,1.1786940909938461e-4,3
89_IE,0.7737049543846565,-1.641773811883724e-5,0.010805309438568245,1
8_SC,0.7331063136898293,-1.858509616775952e-5,0.057677443816419115,0
92_IE,0.702671472824788,-3.498175668628291e-5,0.004048875107081628,2
93_IE,0.7175110087340894,-7.5509758711430194e-6,0.41593762623302205,0
94_IE,0.7584661848371729,-9.811408899696076e-6,0.3028130413278165,0
95_IE,0.7410288746097057,-6.413712821452706e-6,0.17515792247265102,0
99_IE,0.7558985249422312,-5.948005117888103e-7,0.3565523377672604,0
9_SC,0.7243817575358611,-8.232627281164147e-6,0.7042213495481418,0
